-11,-14121,-14098,-23
-21,17613,17553,61
-9,-739,-611,-128
-3,23150,23234,-84
-15,-12070,-11897,-173
5,-23229,-23044,-185
-2,3349,3429,-80
-22,-23481,-23402,-79
-6,-34668,-34489,-179
23,50997,50982,15
3,22533,22531,2
-3,-57643,-57605,-38
15,-9595,-9678,83
14,53466,53201,265
-1,-7021,-7184,163
-13,-38482,-38567,85
-4,10394,10320,74
-4,30183,30233,-51
-21,-11717,-11504,-213
0,-18614,-18376,-238
24,40624,40712,-88
10,17727,17660,67
-19,-72585,-72529,-56
-20,-43503,-43487,-16
-17,31471,31597,-126
3,42058,42313,-256
17,14278,14605,-327
4,-17322,-17202,-120
-10,-53049,-52911,-138
-13,-22395,-22293,-103
-20,13523,13720,-197
-1,18185,18378,-193
26,34375,34443,-68
30,24047,23898,149
22,-29367,-29573,206
11,-28933,-29329,396
0,6080,5660,420
-16,8896,8784,112
0,23617,23367,251
4,37623,37470,153
-11,-1633,-1643,10
7,-25049,-25034,-15
6,17657,17666,-9
-7,-401,-401,0
-15,-42268,-42047,-221
-6,5102,5100,2
6,31733,31656,77
4,7931,7952,-21
-12,-34622,-34435,-187
4,-15867,-15875,8
23,40249,40043,206
4,16729,16589,140
-3,-44263,-44336,73
1,-8682,-8747,65
-18,19162,19181,-19
-3,-918,-878,-39
6,19346,19466,-120
20,32622,32444,177
26,-3789,-3957,168
7,-15384,-15648,264
-1,-26302,-26618,316
-19,-5291,-5459,168
-29,5241,5234,6
-5,18481,18538,-57
14,49845,49814,31
1,-4773,-4498,-275
10,-47874,-47758,-116
23,6995,6734,261
28,41450,40862,588
18,-3233,-3272,39
17,-4475,-4587,112
-1,6835,6789,46
-28,-9169,-9237,68
-16,-2413,-2439,25
-1,50521,50498,24
23,49249,49090,159
8,-20068,-19908,-160
-24,-68603,-68523,-80
-30,-53484,-53209,-275
-19,32523,32688,-165
6,53934,54209,-275
27,22807,23108,-301
6,-29988,-29839,-149
-17,-73086,-72945,-142
-32,-43335,-43067,-267
-34,16726,16771,-45
-21,22762,23017,-255
-14,7407,7534,-127
-16,-29482,-29403,-79
-22,-51138,-51091,-47
8,-6950,-7013,63
38,45782,45884,-102
35,18479,18569,-90
20,-50528,-50483,-45
16,-21721,-21918,196
12,35621,35505,116
9,37643,37601,42
4,15497,15509,-12
-3,8366,8356,10
-11,411,456,-44
-14,-1247,-1194,-53
-11,4450,4492,-42
14,25077,24984,93
31,33277,33167,110
26,-36,-93,57
25,-25886,-26021,136
4,-10217,-10438,220
7,14104,13824,281
0,26837,26812,25
-19,13259,13220,39
-2,-5073,-5106,33
15,42971,42738,232
18,31198,31010,188
26,-15713,-15684,-30
21,-3619,-3673,54
18,9661,9476,185
-16,-15873,-15758,-115
-40,-29552,-29535,-17
-16,14142,14088,54
1,73867,73834,33
-4,8508,8735,-227
15,-42718,-42537,-181
13,-4970,-5033,63
20,9520,9205,314
29,4442,4299,144
-4,-880,-992,113
-19,-37192,-37169,-23
-12,5235,5252,-17
5,66055,65819,235
-6,11308,11385,-78
-25,-51705,-51525,-180
-24,-42546,-42300,-246
-11,20283,20430,-146
-8,17510,17625,-115
0,-17697,-17594,-103
22,-4026,-3935,-90
37,25131,25119,12
18,-8508,-8588,80
-14,-56083,-56210,127
-3,-9830,-9957,126
14,73140,73041,100
31,67947,67741,206
36,6625,6649,-24
-1,-34817,-34912,95
-15,-44854,-44970,116
4,30588,30587,1
8,79047,78932,115
11,12842,12747,95
25,-7751,-7815,63
-4,-6543,-6586,42
-24,-41237,-41275,38
-10,-5164,-5066,-99
3,64774,64754,19
23,36421,36405,16
16,-14684,-14645,-39
2,-34776,-34953,177
-4,-25393,-25536,143
-9,16922,16799,123
-8,17736,17737,-2
-14,-553,-387,-166
-1,1904,2026,-122
5,9563,9684,-121
-11,-13076,-12900,-176
-2,-30883,-30750,-133
4,11588,11629,-41
12,26324,26196,128
8,-11017,-11055,38
-19,-31784,-31719,-66
-10,-20806,-20800,-6
-18,15799,16014,-215
-23,4666,5020,-353
8,-4374,-3987,-386
8,27829,28046,-217
-10,-32865,-32548,-317
-3,-52654,-52476,-178
4,22484,22448,35
10,29756,29660,96
1,-14145,-14114,-32
4,-12964,-13055,91
16,15400,15233,167
2,17377,17243,134
-2,-18181,-18299,117
-18,-20424,-20359,-65
-22,1415,1447,-32
-14,5447,5675,-228
-9,16304,16536,-232
1,-4483,-4256,-227
21,2106,2173,-67
34,17866,17791,75
25,-5288,-5313,25
22,-17967,-18134,167
8,2589,2460,129
8,26479,26253,226
-17,6195,6307,-112
-35,-15335,-15389,54
-16,2331,2234,96
-4,49108,48988,120
2,7468,7599,-131
16,-25989,-25926,-63
5,-16222,-16190,-32
-2,-25049,-25047,-2
-3,-12467,-12426,-41
-6,17758,17734,24
11,19822,19692,130
8,15256,15170,86
-1,-13114,-13185,71
-3,-26164,-26147,-16
-20,-4549,-4382,-167
-23,-9795,-9479,-316
-25,-7166,-6708,-458
10,31505,31604,-99
8,15809,16258,-449
0,-33230,-33041,-189
7,-43729,-43602,-127
-8,7266,7301,-35
-23,-18112,-17987,-125
-27,-24907,-24696,-211
-12,20859,20858,1
-12,12181,12403,-221
-21,-31179,-30957,-222
-2,-29100,-29059,-41
-6,3530,3567,-37
-2,-10645,-10660,15
-5,-28690,-28545,-145
10,9695,9641,54
20,16805,16783,22
24,16200,16102,97
24,-5246,-5325,78
23,7682,7452,230
23,19886,19773,113
-7,1110,1079,32
-4,-3550,-3698,148
5,35507,35407,100
2,44671,44535,136
-5,-17833,-17808,-25
-10,-20833,-20789,-44
-17,-6531,-6509,-22
-18,-4825,-4788,-37
-15,-2296,-2217,-79
11,16630,16693,-63
21,19459,19536,-77
-9,-33982,-33887,-95
-32,-79661,-79508,-153
-2,5820,5853,-33
-2,66263,66346,-83
-7,-3873,-3755,-117
6,-41222,-40993,-229
24,28976,28943,33
32,27662,27524,138
11,-20732,-20852,120
-13,-42900,-43127,227
-34,-23804,-23914,110
-28,22707,22657,51
7,56472,56455,17
20,45032,45092,-60
-1,-41073,-40933,-140
-10,-75247,-75153,-94
-4,-4467,-4412,-54
-16,25809,25924,-114
5,8178,8248,-69
13,16146,16186,-40
-2,-2889,-2920,31
-23,-61419,-61154,-266
-7,-8662,-8532,-129
-6,37267,37463,-196
1,13420,13594,-175
3,-21494,-21280,-214
15,5254,5146,108
23,11418,11136,282
17,4922,4626,296
4,-18495,-18693,198
2,-1880,-2112,232
16,37602,37341,261
25,48043,47901,142
